Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Total to Soil (MP),109$\pm$40,16.7$\pm$8.1,114$\pm$37,3.27$\pm$1.6,3$\pm$1,30.8$\pm$12,65.2$\pm$25,342$\pm$62,126$\pm$41,0.00655$\pm$0.0018,6,4,6,2,2,4,4,6,6,2
Total to Fresh water (MP),0.94$\pm$0.5,0.699$\pm$0.7,3.68$\pm$3.2,0.104$\pm$0.12,0.0613$\pm$0.027,2.6$\pm$1.5,2.58$\pm$2.5,10.7$\pm$4.4,1.64$\pm$0.86,0.000165$\pm$0.00012,1,1,2,1,1,2,2,4,2,1
Total to Soil,167$\pm$95,395$\pm$280,377$\pm$180,24.4$\pm$15,319$\pm$290,602$\pm$540,391$\pm$240,2280$\pm$740,562$\pm$290,0.343$\pm$0.29,6,6,6,4,6,6,6,8,6,6
Total to Fresh water,12.7$\pm$11,13.7$\pm$11,14.1$\pm$10,3.34$\pm$2.8,1$\pm$1,0.764$\pm$0.69,21.4$\pm$19,67.4$\pm$26,26.5$\pm$15,0.00463$\pm$0.0029,4,4,4,2,2,1,4,4,4,2
Total to Coastal and ocean water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Coastal and ocean water (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Landfill,20000$\pm$6600,27800$\pm$8400,41700$\pm$11000,10500$\pm$3300,2070$\pm$740,8250$\pm$2800,25000$\pm$8100,135000$\pm$18000,47700$\pm$11000,12.6$\pm$3.4,10,10,10,10,8,8,10,10,10,10
Total to Sludge amended soil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Sludge amended soil (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External to Import,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
External to Production,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
