Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Organic waste collection to Compost,1.63$\pm$1.1,0.977$\pm$0.7,2.15$\pm$1.6,0.262$\pm$0.18,0.035$\pm$0.024,0.222$\pm$0.15,0.879$\pm$0.65,6.16$\pm$2.1,2.61$\pm$1.3,0.000297$\pm$0.00019,2,1,2,1,1,1,1,2,2,1
Organic waste collection to Compost (MP),1.37$\pm$0.98,0.808$\pm$0.61,1.82$\pm$1.4,0.216$\pm$0.16,0.0289$\pm$0.022,0.186$\pm$0.14,0.737$\pm$0.57,5.17$\pm$1.9,2.18$\pm$1.2,0.000245$\pm$0.00016,2,1,2,1,1,1,1,2,2,1
Organic waste collection to End-of-life,252$\pm$89,150$\pm$62,336$\pm$140,40.4$\pm$16,5.39$\pm$2.2,34.3$\pm$13,136$\pm$60,955$\pm$190,403$\pm$110,0.0458$\pm$0.016,6,6,6,4,2,4,6,6,6,4
Compost to Soil,1.75$\pm$1.1,10.7$\pm$8.7,12.3$\pm$9,0.298$\pm$0.2,0.0437$\pm$0.029,0.235$\pm$0.15,10.7$\pm$9.1,36.1$\pm$16,12.5$\pm$8.7,0.000341$\pm$0.0002,2,4,4,1,1,1,4,4,4,1
Compost (MP) to Soil (MP),2.79$\pm$1.2,4.84$\pm$1.9,18.5$\pm$7.5,0.867$\pm$0.35,0.0381$\pm$0.023,5.68$\pm$2.4,18$\pm$5.8,50.8$\pm$10,7.63$\pm$2.3,0.000906$\pm$0.00035,2,2,4,1,1,2,4,4,2,1
Total to Soil (MP),56.2$\pm$26,12$\pm$3.8,48.9$\pm$16,2.39$\pm$0.83,1.57$\pm$0.63,20.1$\pm$6,138$\pm$41,280$\pm$52,68.2$\pm$26,0.00396$\pm$0.001,4,4,4,2,2,4,6,6,4,2
Total to Fresh water (MP),0.243$\pm$0.19,0.672$\pm$0.54,2.45$\pm$2.1,0.11$\pm$0.088,0.0499$\pm$0.037,1.6$\pm$0.88,5.02$\pm$2.6,10.1$\pm$3.5,0.915$\pm$0.57,0.000159$\pm$0.000095,1,1,2,1,1,2,2,4,1,1
Total to Soil,39.5$\pm$18,78.2$\pm$44,98.6$\pm$43,9.51$\pm$5.4,45.1$\pm$41,87.6$\pm$76,126$\pm$85,485$\pm$140,118$\pm$48,0.0546$\pm$0.042,4,4,4,2,4,4,6,6,6,4
Total to Fresh water,1.14$\pm$0.93,1.62$\pm$1.1,1.92$\pm$1.3,0.339$\pm$0.27,0.164$\pm$0.11,0.126$\pm$0.12,3.3$\pm$2.9,8.61$\pm$3.5,2.76$\pm$1.4,0.000502$\pm$0.00029,2,2,2,1,1,1,2,2,2,1
Total to Coastal and ocean water,11$\pm$6,10.9$\pm$5.9,1.92$\pm$0.46,0.00831$\pm$0.006,0.0171$\pm$0.015,0.00379$\pm$0.0029,0.082$\pm$0.078,24$\pm$8.4,21.9$\pm$8.4,0.0000254$\pm$0.000016,4,4,2,1,1,1,1,4,4,1
Total to Coastal and ocean water (MP),1.7$\pm$0.47,1.7$\pm$0.47,0.802$\pm$0.21,0.00425$\pm$0.0051,0.0093$\pm$0.0084,0.0529$\pm$0.048,0.114$\pm$0.13,4.39$\pm$0.7,3.4$\pm$0.66,0.0000136$\pm$0.0000098,2,2,1,1,1,1,1,2,2,1
Total to Landfill,12600$\pm$4300,18000$\pm$5400,25600$\pm$7200,6800$\pm$2200,1190$\pm$420,5120$\pm$1800,19200$\pm$5600,88500$\pm$12000,30700$\pm$7000,7.99$\pm$2.2,10,10,10,8,8,8,10,10,10,8
Total to Sludge amended soil,0.0957$\pm$0.13,7.94$\pm$7.2,8.26$\pm$7.3,0.0288$\pm$0.039,0.00702$\pm$0.0099,0.0103$\pm$0.015,7.94$\pm$7.3,24.3$\pm$13,8.04$\pm$7.2,0.0000358$\pm$0.00004,1,2,2,1,1,1,2,4,2,1
Total to Sludge amended soil (MP),1.15$\pm$0.57,3.26$\pm$1.5,13.5$\pm$6.1,0.528$\pm$0.26,0.00749$\pm$0.0041,4.46$\pm$2,14.1$\pm$4.9,37$\pm$8.3,4.42$\pm$1.6,0.000536$\pm$0.00026,2,2,4,1,1,2,4,4,2,1
External to Import,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
External to Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
