Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Total to Soil,317$\pm$160,602$\pm$410,711$\pm$340,61.7$\pm$39,440$\pm$400,854$\pm$770,917$\pm$640,3900$\pm$1200,920$\pm$440,0.502$\pm$0.41,6,6,6,4,6,6,6,8,6,6
Total to Fresh water,5.94$\pm$5,9.26$\pm$6,10.6$\pm$6.9,1.69$\pm$1.4,2.66$\pm$2.2,0.558$\pm$0.53,17.4$\pm$15,48.1$\pm$18,15.2$\pm$7.9,0.00435$\pm$0.0026,2,2,4,2,2,1,4,4,4,2
Total to Coastal and ocean water,38.5$\pm$20,38.3$\pm$20,8.02$\pm$2,0.333$\pm$0.25,1.43$\pm$1.3,0.133$\pm$0.11,3.22$\pm$2.9,89.9$\pm$29,76.8$\pm$28,0.00176$\pm$0.0013,4,4,2,1,2,1,2,4,4,2
Total to Coastal and ocean water (MP),6.12$\pm$1.6,6.58$\pm$1.7,6.23$\pm$3,0.262$\pm$0.26,0.56$\pm$0.43,3.25$\pm$2.6,7.01$\pm$7.5,30$\pm$9.2,12.7$\pm$2.4,0.000822$\pm$0.00051,2,2,2,1,1,2,2,4,4,1
Total to Landfill,3.7$\pm$1.7,10.2$\pm$4.5,39.3$\pm$18,1.65$\pm$0.78,0.0212$\pm$0.014,12.2$\pm$5.7,2.49$\pm$1.3,69.5$\pm$20,13.9$\pm$4.8,0.00167$\pm$0.00078,2,4,4,2,1,4,2,4,4,2
Total to Sludge amended soil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total to Sludge amended soil (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External to Import,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
External to Production,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
