Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Other products to Fresh water,0.512$\pm$0.34,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.512$\pm$0.34,0.512$\pm$0.34,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,2630$\pm$380,2640$\pm$380,1180$\pm$170,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,6450$\pm$570,5270$\pm$540,0$\pm$0,8,8,8,0,0,0,0,8,8,0
Fishing gear to Fresh water (MP),0.00178$\pm$0.00066,0.00179$\pm$0.00066,0.000785$\pm$0.00029,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.00435$\pm$0.00097,0.00357$\pm$0.00093,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,96.5$\pm$53,97$\pm$53,16.7$\pm$4.1,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,210$\pm$75,193$\pm$75,0$\pm$0,4,4,4,0,0,0,0,6,6,0
Fishing gear to Coastal and ocean water (MP),15.1$\pm$4.2,15.2$\pm$4.2,6.64$\pm$1.8,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,36.9$\pm$6.2,30.3$\pm$5.9,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Waste collection and recycling to Storm water and wastewater (MP),139$\pm$62,365$\pm$160,1450$\pm$650,63.1$\pm$28,0.194$\pm$0.093,449$\pm$200,7.8$\pm$3.7,2470$\pm$700,504$\pm$170,0.0633$\pm$0.028,6,6,8,4,1,6,2,8,6,4
Waste collection and recycling to Litter,1320$\pm$720,3610$\pm$2700,1960$\pm$1200,0$\pm$0,3950$\pm$3000,7500$\pm$5700,459$\pm$360,18800$\pm$7200,4930$\pm$2800,3.95$\pm$3,8,8,8,0,8,8,6,10,8,8
Waste collection and recycling to Soil (MP),12.3$\pm$6.4,25.9$\pm$15,99$\pm$61,4.75$\pm$2.7,0.651$\pm$0.64,30.8$\pm$19,4.02$\pm$1.9,177$\pm$66,38.2$\pm$16,0.0054$\pm$0.0028,4,4,4,2,1,4,2,6,4,2
Waste collection and recycling to Soil,34.6$\pm$17,39$\pm$20,62.8$\pm$30,17.5$\pm$8.9,3.57$\pm$1.8,14.1$\pm$7.4,50.4$\pm$23,222$\pm$48,73.6$\pm$26,0.0211$\pm$0.0091,4,4,4,4,2,4,4,6,4,4
Waste collection and recycling to Air (MP),8.67$\pm$5.7,22.4$\pm$15,90.8$\pm$60,3.99$\pm$2.6,0$\pm$0,28.3$\pm$19,0.00353$\pm$0.0023,154$\pm$65,31.1$\pm$16,0.00399$\pm$0.0026,2,4,4,2,0,4,1,6,4,2
Waste collection and recycling to Landfill,235000$\pm$80000,335000$\pm$100000,485000$\pm$130000,122000$\pm$39000,22700$\pm$8000,98200$\pm$33000,311000$\pm$100000,1610000$\pm$220000,571000$\pm$130000,145$\pm$40,10,10,10,10,10,10,10,10,10,10
Waste collection and recycling to Reuse,53100$\pm$23000,45700$\pm$15000,99800$\pm$27000,10800$\pm$4700,7890$\pm$5500,33600$\pm$15000,82100$\pm$23000,333000$\pm$48000,98900$\pm$28000,18.7$\pm$7.3,10,10,10,10,8,10,10,10,10,10
Waste collection and recycling to End-of-life,172000$\pm$58000,219000$\pm$74000,344000$\pm$100000,74700$\pm$30000,183000$\pm$71000,390000$\pm$130000,191000$\pm$75000,1570000$\pm$220000,392000$\pm$94000,258$\pm$77,10,10,10,10,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,4.92$\pm$5.5,552$\pm$480,570$\pm$470,1.38$\pm$1.4,0.405$\pm$0.47,0.423$\pm$0.48,538$\pm$490,1670$\pm$900,557$\pm$480,0.00179$\pm$0.0015,2,6,6,2,1,1,6,8,6,2
Storm water and wastewater to Compost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to Fresh water,46.2$\pm$41,50.4$\pm$42,56.4$\pm$45,13.1$\pm$11,3.8$\pm$3.6,3.93$\pm$3.7,98.5$\pm$92,272$\pm$120,96.5$\pm$58,0.0169$\pm$0.012,4,4,4,4,2,2,4,6,4,4
Storm water and wastewater to Coastal and ocean water,0.06$\pm$0.077,6.77$\pm$6.9,7$\pm$7.2,0.017$\pm$0.021,0.00498$\pm$0.0067,0.00504$\pm$0.0066,6.6$\pm$7.3,20.4$\pm$13,6.83$\pm$6.9,0.000022$\pm$0.000022,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Landfill,0.227$\pm$0.32,34.7$\pm$35,36.7$\pm$36,0.0652$\pm$0.09,0.0186$\pm$0.027,0.0188$\pm$0.028,33.9$\pm$36,106$\pm$64,35$\pm$35,0.0000838$\pm$0.000094,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater to End-of-life,0.168$\pm$0.24,25.6$\pm$25,27$\pm$27,0.048$\pm$0.067,0.0137$\pm$0.02,0.0139$\pm$0.02,25.1$\pm$26,78$\pm$48,25.8$\pm$25,0.0000617$\pm$0.00007,1,4,4,1,1,1,4,4,4,1
Storm water and wastewater to Sludge amended soil,2.36$\pm$3.2,362$\pm$340,381$\pm$350,0.677$\pm$0.9,0.195$\pm$0.27,0.196$\pm$0.28,353$\pm$350,1100$\pm$630,364$\pm$340,0.000872$\pm$0.00094,2,6,6,1,1,1,6,8,6,1
Storm water and wastewater (MP) to Compost (MP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater (MP) to Soil (MP),23.8$\pm$14,57.6$\pm$36,225$\pm$150,9.63$\pm$6.2,0.164$\pm$0.087,70.5$\pm$46,103$\pm$63,490$\pm$170,81.3$\pm$39,0.00979$\pm$0.0062,4,4,6,2,1,4,6,6,4,2
Storm water and wastewater (MP) to Fresh water (MP),2.97$\pm$2.8,4.89$\pm$6.4,15.3$\pm$28,0.817$\pm$1.1,0.0472$\pm$0.032,23.2$\pm$14,7.4$\pm$12,54.6$\pm$35,7.86$\pm$6.9,0.000864$\pm$0.0011,2,2,4,1,1,4,2,4,2,1
Storm water and wastewater (MP) to Coastal and ocean water (MP),5.25$\pm$4.6,13.6$\pm$12,57.3$\pm$52,2.31$\pm$2.1,0.0199$\pm$0.018,18.2$\pm$17,25.8$\pm$21,122$\pm$60,18.8$\pm$13,0.00233$\pm$0.0021,2,4,4,2,1,4,4,6,4,2
Storm water and wastewater (MP) to Landfill,10.1$\pm$5.1,26.7$\pm$13,110$\pm$53,4.47$\pm$2.3,0.0377$\pm$0.022,34.8$\pm$17,49.8$\pm$22,236$\pm$62,36.8$\pm$14,0.0045$\pm$0.0023,4,4,6,2,1,4,4,6,4,2
