Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Total to Coastal and ocean water,88.8$\pm$48,89.2$\pm$48,16.2$\pm$3.8,0.16$\pm$0.12,2.36$\pm$2.2,0.0717$\pm$0.058,1.66$\pm$1.4,198$\pm$67,178$\pm$67,0.00252$\pm$0.0022,4,4,4,1,2,1,2,6,6,2
Total to Coastal and ocean water (MP),14.7$\pm$3.9,16$\pm$4.1,16.2$\pm$6.7,0.679$\pm$0.51,1.27$\pm$0.76,7.96$\pm$4.7,16$\pm$15,72.9$\pm$19,30.8$\pm$5.7,0.00195$\pm$0.00091,4,4,4,1,2,2,4,4,4,2
Total to Landfill,1840$\pm$620,2320$\pm$740,3540$\pm$1100,928$\pm$310,170$\pm$60,723$\pm$260,2500$\pm$820,12000$\pm$1700,4160$\pm$970,1.1$\pm$0.32,8,8,8,6,6,6,8,10,8,8
Total to Sludge amended soil,0.669$\pm$0.86,37.7$\pm$42,40.4$\pm$43,0.201$\pm$0.26,0.0494$\pm$0.068,0.0746$\pm$0.11,37.8$\pm$42,117$\pm$77,38.3$\pm$42,0.000251$\pm$0.00027,1,4,4,1,1,1,4,6,4,1
Total to Sludge amended soil (MP),15.8$\pm$7.1,43.5$\pm$18,178$\pm$75,7.18$\pm$3.2,0.0569$\pm$0.031,57.7$\pm$24,83.9$\pm$30,386$\pm$86,59.3$\pm$20,0.00723$\pm$0.0032,4,4,6,2,1,4,4,6,4,2
External to Import,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Production,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
External to Pre-consumer processes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Non-consumer packaging,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Construction,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
External to Automotive,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Agriculture,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Hygiene products,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to PCCP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Clothing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Household textiles,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
External to Other products,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Fishing gear,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
External to Waste collection and recycling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Storm water and wastewater (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to On-the-go consumption,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
External to Litter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Dumping,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Unintended C&D waste,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
External to Indoor air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Air,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Organic waste collection,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Compost (MP),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
External to Total,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
